ENSG00000252365	ENSXETG00000029272	ENSDARG00000083784
ENSG00000103932	ENSXETG00000000054	ENSDARG00000075072
ENSG00000124164	ENSXETG00000002437	ENSDARG00000070435
ENSG00000101181	ENSXETG00000002001	ENSDARG00000063574
ENSG00000102057	ENSXETG00000023771	ENSDARG00000074746
ENSG00000106686	ENSXETG00000030483	ENSDARG00000004874
ENSG00000145348	ENSXETG00000027870	ENSDARG00000013667
ENSG00000099991	ENSXETG00000004263	ENSDARG00000094868
ENSG00000099991	ENSXETG00000004263	ENSDARG00000079326
ENSG00000088836	ENSXETG00000014645	ENSDARG00000075532
ENSG00000211137	ENSXETG00000029418	ENSDARG00000081636
ENSG00000206190	ENSXETG00000024302	ENSDARG00000061039
ENSG00000104643	ENSXETG00000000685	ENSDARG00000015860
ENSG00000165487	ENSXETG00000009596	ENSDARG00000009939
ENSG00000164113	ENSXETG00000001593	ENSDARG00000089181
ENSG00000198901	ENSXETG00000015449	ENSDARG00000010511
ENSG00000198901	ENSXETG00000015449	ENSDARG00000005993
ENSG00000198901	ENSXETG00000015449	ENSDARG00000005098
ENSG00000125354	ENSXETG00000007443	ENSDARG00000010721
ENSG00000164144	ENSXETG00000001840	ENSDARG00000070055
ENSG00000206622	ENSXETG00000029268	ENSDARG00000082020
ENSG00000151615	ENSXETG00000026053	ENSDARG00000069737
ENSG00000252016	ENSXETG00000029866	ENSDARG00000080777
ENSG00000252016	ENSXETG00000029866	ENSDARG00000083885
ENSG00000205808	ENSXETG00000017360	ENSDARG00000043527
ENSG00000167315	ENSXETG00000033608	ENSDARG00000038881
ENSG00000167315	ENSXETG00000020333	ENSDARG00000038881
ENSG00000198768	ENSXETG00000002438	ENSDARG00000075557
ENSG00000183090	ENSXETG00000017590	ENSDARG00000074677
ENSG00000223262	ENSXETG00000029710	ENSDARG00000084019
ENSG00000085871	ENSXETG00000030456	ENSDARG00000071345
ENSG00000182378	ENSXETG00000004126	ENSDARG00000088798
ENSG00000207819	ENSXETG00000029167	ENSDARG00000081313
ENSG00000207819	ENSXETG00000029167	ENSDARG00000080594
ENSG00000207819	ENSXETG00000029167	ENSDARG00000082766
ENSG00000106993	ENSXETG00000000595	ENSDARG00000044265
ENSG00000099994	ENSXETG00000019936	ENSDARG00000078515
ENSG00000169744	ENSXETG00000020339	ENSDARG00000034896
ENSG00000169744	ENSXETG00000020339	ENSDARG00000019579
ENSG00000169118	ENSXETG00000010650	ENSDARG00000033872
ENSG00000156299	ENSXETG00000007347	ENSDARG00000086520
ENSG00000156299	ENSXETG00000007347	ENSDARG00000078430
ENSG00000156299	ENSXETG00000007347	ENSDARG00000025920
ENSG00000081014	ENSXETG00000020756	ENSDARG00000075000
ENSG00000102683	ENSXETG00000021081	ENSDARG00000038107
ENSG00000102683	ENSXETG00000021081	ENSDARG00000090096
ENSG00000101180	ENSXETG00000002004	ENSDARG00000035942
ENSG00000119487	ENSXETG00000000505	ENSDARG00000091777
ENSG00000137473	ENSXETG00000007116	ENSDARG00000058885
ENSG00000178605	ENSXETG00000004125	ENSDARG00000061091
ENSG00000120251	ENSXETG00000021375	ENSDARG00000052765
ENSG00000120251	ENSXETG00000021375	ENSDARG00000070173
ENSG00000147853	ENSXETG00000000588	ENSDARG00000058226
ENSG00000196782	ENSXETG00000016965	ENSDARG00000079552
ENSG00000160973	ENSXETG00000005286	ENSDARG00000055630
ENSG00000160973	ENSXETG00000020879	ENSDARG00000055630
ENSG00000073067	ENSXETG00000021606	ENSDARG00000038369
ENSG00000073067	ENSXETG00000021606	ENSDARG00000040424
ENSG00000073067	ENSXETG00000021606	ENSDARG00000040431
ENSG00000073067	ENSXETG00000021606	ENSDARG00000009874
ENSG00000073067	ENSXETG00000021606	ENSDARG00000040433
ENSG00000073067	ENSXETG00000021606	ENSDARG00000038366
ENSG00000073067	ENSXETG00000021606	ENSDARG00000040426
ENSG00000073067	ENSXETG00000021606	ENSDARG00000038367
ENSG00000073067	ENSXETG00000021606	ENSDARG00000058458
ENSG00000073067	ENSXETG00000021606	ENSDARG00000038371
ENSG00000167393	ENSXETG00000004122	ENSDARG00000076004
ENSG00000259316	ENSXETG00000010650	ENSDARG00000033872
ENSG00000166206	ENSXETG00000024288	ENSDARG00000023771
ENSG00000183578	ENSXETG00000020757	ENSDARG00000088709
ENSG00000068400	ENSXETG00000033840	ENSDARG00000063069
ENSG00000167306	ENSXETG00000020323	ENSDARG00000062003
ENSG00000167306	ENSXETG00000020323	ENSDARG00000093553
ENSG00000167306	ENSXETG00000020323	ENSDARG00000061810
ENSG00000099998	ENSXETG00000004250	ENSDARG00000052045
ENSG00000099998	ENSXETG00000004250	ENSDARG00000078258
ENSG00000099998	ENSXETG00000004250	ENSDARG00000091254
ENSG00000137460	ENSXETG00000001839	ENSDARG00000074812
ENSG00000142168	ENSXETG00000007350	ENSDARG00000043848
ENSG00000222313	ENSXETG00000028764	ENSDARG00000081270
ENSG00000120158	ENSXETG00000000592	ENSDARG00000038312
ENSG00000199529	ENSXETG00000029836	ENSDARG00000084494
ENSG00000241144	ENSXETG00000032356	ENSDARG00000088139
ENSG00000184056	ENSXETG00000015443	ENSDARG00000044813
ENSG00000160972	ENSXETG00000011619	ENSDARG00000076980
ENSG00000153130	ENSXETG00000016973	ENSDARG00000002217
ENSG00000153130	ENSXETG00000016973	ENSDARG00000087333
ENSG00000185960	ENSXETG00000016879	ENSDARG00000025891
ENSG00000130703	ENSXETG00000002006	ENSDARG00000053804
ENSG00000130703	ENSXETG00000002006	ENSDARG00000013830
ENSG00000215700	ENSXETG00000005273	ENSDARG00000053291
ENSG00000151835	ENSXETG00000027991	ENSDARG00000062627
ENSG00000151835	ENSXETG00000027991	ENSDARG00000091042
ENSG00000151835	ENSXETG00000027991	ENSDARG00000075668
ENSG00000151835	ENSXETG00000019359	ENSDARG00000062627
ENSG00000151835	ENSXETG00000019359	ENSDARG00000091042
ENSG00000151835	ENSXETG00000019359	ENSDARG00000075668
ENSG00000151835	ENSXETG00000000128	ENSDARG00000062627
ENSG00000151835	ENSXETG00000000128	ENSDARG00000091042
ENSG00000151835	ENSXETG00000000128	ENSDARG00000075668
ENSG00000151835	ENSXETG00000031895	ENSDARG00000062627
ENSG00000151835	ENSXETG00000031895	ENSDARG00000091042
ENSG00000151835	ENSXETG00000031895	ENSDARG00000075668
ENSG00000140006	ENSXETG00000003583	ENSDARG00000077265
ENSG00000124222	ENSXETG00000004193	ENSDARG00000003307
ENSG00000126821	ENSXETG00000025131	ENSDARG00000060534
ENSG00000215699	ENSXETG00000027112	ENSDARG00000086411
ENSG00000215699	ENSXETG00000027112	ENSDARG00000022415
ENSG00000144659	ENSXETG00000000232	ENSDARG00000074533
ENSG00000144659	ENSXETG00000000232	ENSDARG00000059805
ENSG00000109654	ENSXETG00000001837	ENSDARG00000031817
ENSG00000109654	ENSXETG00000001837	ENSDARG00000076174
ENSG00000088854	ENSXETG00000004348	ENSDARG00000079056
ENSG00000164125	ENSXETG00000019498	ENSDARG00000077054
ENSG00000134508	ENSXETG00000017180	ENSDARG00000062044
ENSG00000168028	ENSXETG00000027344	ENSDARG00000019181
ENSG00000156304	ENSXETG00000007351	ENSDARG00000077093
ENSG00000272179	ENSXETG00000029849	ENSDARG00000081307
ENSG00000272179	ENSXETG00000029658	ENSDARG00000081307
ENSG00000127863	ENSXETG00000009704	ENSDARG00000041869
ENSG00000201227	ENSXETG00000029393	ENSDARG00000081218
ENSG00000147099	ENSXETG00000020527	ENSDARG00000003021
ENSG00000100014	ENSXETG00000004219	ENSDARG00000006719
ENSG00000100014	ENSXETG00000004219	ENSDARG00000042232
ENSG00000167081	ENSXETG00000000502	ENSDARG00000089262
ENSG00000100982	ENSXETG00000014866	ENSDARG00000004917
ENSG00000154319	ENSXETG00000030116	ENSDARG00000023952
ENSG00000137869	ENSXETG00000020758	ENSDARG00000041348
ENSG00000137869	ENSXETG00000020758	ENSDARG00000009852
ENSG00000133742	ENSXETG00000013747	ENSDARG00000014488
ENSG00000133742	ENSXETG00000013747	ENSDARG00000011166
ENSG00000164850	ENSXETG00000021597	ENSDARG00000074661
ENSG00000151617	ENSXETG00000007111	ENSDARG00000062262
ENSG00000151617	ENSXETG00000007111	ENSDARG00000011876
ENSG00000096968	ENSXETG00000000586	ENSDARG00000018882
ENSG00000096968	ENSXETG00000000586	ENSDARG00000007915
ENSG00000122547	ENSXETG00000013114	ENSDARG00000071116
ENSG00000200677	ENSXETG00000028563	ENSDARG00000082911
ENSG00000027001	ENSXETG00000009705	ENSDARG00000055344
ENSG00000027001	ENSXETG00000009705	ENSDARG00000055339
ENSG00000258555	ENSXETG00000004219	ENSDARG00000006719
ENSG00000258555	ENSXETG00000004219	ENSDARG00000042232
ENSG00000121211	ENSXETG00000001836	ENSDARG00000074451
ENSG00000103671	ENSXETG00000010649	ENSDARG00000005033
ENSG00000238715	ENSXETG00000029849	ENSDARG00000081307
ENSG00000238715	ENSXETG00000029658	ENSDARG00000081307
ENSG00000178381	ENSXETG00000004023	ENSDARG00000003283
ENSG00000136573	ENSXETG00000021626	ENSDARG00000007783
ENSG00000128271	ENSXETG00000004222	ENSDARG00000033706
ENSG00000252712	ENSXETG00000029606	ENSDARG00000084578
ENSG00000252712	ENSXETG00000029606	ENSDARG00000083733
ENSG00000252712	ENSXETG00000029606	ENSDARG00000085249
ENSG00000092445	ENSXETG00000000052	ENSDARG00000005356
ENSG00000164124	ENSXETG00000012192	ENSDARG00000036247
ENSG00000164124	ENSXETG00000012192	ENSDARG00000037409
ENSG00000153132	ENSXETG00000014911	ENSDARG00000009315
ENSG00000199574	ENSXETG00000028563	ENSDARG00000082511
ENSG00000142149	ENSXETG00000007352	ENSDARG00000091317
ENSG00000202529	ENSXETG00000028216	ENSDARG00000080636
ENSG00000199673	ENSXETG00000028792	ENSDARG00000082158
ENSG00000200623	ENSXETG00000028167	ENSDARG00000080158
ENSG00000198026	ENSXETG00000031992	ENSDARG00000076920
ENSG00000181004	ENSXETG00000001588	ENSDARG00000016112
ENSG00000239197	ENSXETG00000029835	ENSDARG00000084543
ENSG00000239197	ENSXETG00000029835	ENSDARG00000084548
ENSG00000239197	ENSXETG00000029739	ENSDARG00000084543
ENSG00000239197	ENSXETG00000029739	ENSDARG00000084548
ENSG00000239197	ENSXETG00000029644	ENSDARG00000084543
ENSG00000239197	ENSXETG00000029644	ENSDARG00000084548
ENSG00000239197	ENSXETG00000029645	ENSDARG00000084543
ENSG00000239197	ENSXETG00000029645	ENSDARG00000084548
ENSG00000205863	ENSXETG00000009708	ENSDARG00000058318
ENSG00000170004	ENSXETG00000012991	ENSDARG00000021405
ENSG00000004660	ENSXETG00000033917	ENSDARG00000035452
ENSG00000004660	ENSXETG00000033917	ENSDARG00000015134
ENSG00000157103	ENSXETG00000012105	ENSDARG00000045944
ENSG00000157103	ENSXETG00000012105	ENSDARG00000039647
ENSG00000180357	ENSXETG00000010648	ENSDARG00000043246
ENSG00000180357	ENSXETG00000010648	ENSDARG00000058842
ENSG00000100024	ENSXETG00000004225	ENSDARG00000011521
ENSG00000273167	ENSXETG00000009707	ENSDARG00000062837
ENSG00000138685	ENSXETG00000001587	ENSDARG00000075031
ENSG00000130706	ENSXETG00000002007	ENSDARG00000058560
ENSG00000201815	ENSXETG00000029836	ENSDARG00000084494
ENSG00000136574	ENSXETG00000000673	ENSDARG00000035759
ENSG00000196814	ENSXETG00000000745	ENSDARG00000091619
ENSG00000196814	ENSXETG00000000745	ENSDARG00000079478
ENSG00000186417	ENSXETG00000020767	ENSDARG00000061576
ENSG00000172361	ENSXETG00000020322	ENSDARG00000069762
ENSG00000151552	ENSXETG00000020341	ENSDARG00000086340
ENSG00000151552	ENSXETG00000020341	ENSDARG00000086859
ENSG00000151552	ENSXETG00000020341	ENSDARG00000090822
ENSG00000151552	ENSXETG00000020341	ENSDARG00000090118
ENSG00000151552	ENSXETG00000020341	ENSDARG00000088147
ENSG00000151552	ENSXETG00000020341	ENSDARG00000037378
ENSG00000151552	ENSXETG00000020341	ENSDARG00000040190
ENSG00000254995	ENSXETG00000004193	ENSDARG00000003307
ENSG00000164853	ENSXETG00000004021	ENSDARG00000020961
ENSG00000164853	ENSXETG00000004021	ENSDARG00000037760
ENSG00000164853	ENSXETG00000004021	ENSDARG00000074250
ENSG00000134490	ENSXETG00000017179	ENSDARG00000090841
ENSG00000134490	ENSXETG00000017179	ENSDARG00000090685
ENSG00000198062	ENSXETG00000021831	ENSDARG00000013015
ENSG00000107020	ENSXETG00000000585	ENSDARG00000073971
ENSG00000167701	ENSXETG00000007140	ENSDARG00000019541
ENSG00000138867	ENSXETG00000004230	ENSDARG00000068438
ENSG00000164168	ENSXETG00000007110	ENSDARG00000078789
ENSG00000215440	ENSXETG00000008575	ENSDARG00000012871
ENSG00000142207	ENSXETG00000009895	ENSDARG00000087043
ENSG00000142207	ENSXETG00000009895	ENSDARG00000060308
ENSG00000121210	ENSXETG00000001833	ENSDARG00000079434
ENSG00000182957	ENSXETG00000009707	ENSDARG00000062837
ENSG00000205301	ENSXETG00000014915	ENSDARG00000079103
ENSG00000120217	ENSXETG00000000584	ENSDARG00000059310
ENSG00000088812	ENSXETG00000004357	ENSDARG00000062164
ENSG00000207726	ENSXETG00000028996	ENSDARG00000080578
ENSG00000164877	ENSXETG00000018105	ENSDARG00000017834
ENSG00000164877	ENSXETG00000018105	ENSDARG00000052694
ENSG00000164877	ENSXETG00000018105	ENSDARG00000089221
ENSG00000136944	ENSXETG00000000742	ENSDARG00000068365
ENSG00000136944	ENSXETG00000000742	ENSDARG00000019306
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096308
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096318
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096255
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096337
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096342
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096388
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096340
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096241
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096392
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096244
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096296
ENSG00000211933	ENSXETG00000004786	ENSDARG00000096267
ENSG00000163793	ENSXETG00000013034	ENSDARG00000041896
ENSG00000163793	ENSXETG00000013034	ENSDARG00000017687
ENSG00000163655	ENSXETG00000033049	ENSDARG00000079848
ENSG00000170917	ENSXETG00000001585	ENSDARG00000087321
ENSG00000110958	ENSXETG00000021774	ENSDARG00000058831
ENSG00000110958	ENSXETG00000021774	ENSDARG00000089626
ENSG00000110958	ENSXETG00000021774	ENSDARG00000037284
ENSG00000165046	ENSXETG00000002394	ENSDARG00000077515
ENSG00000006459	ENSXETG00000002669	ENSDARG00000018559
ENSG00000006459	ENSXETG00000002669	ENSDARG00000018111
ENSG00000100028	ENSXETG00000024918	ENSDARG00000013800
ENSG00000100028	ENSXETG00000024918	ENSDARG00000076283
ENSG00000172967	ENSXETG00000009649	ENSDARG00000044011
ENSG00000129055	ENSXETG00000025461	ENSDARG00000078435
ENSG00000154328	ENSXETG00000031504	ENSDARG00000020079
ENSG00000154328	ENSXETG00000014352	ENSDARG00000020079
ENSG00000185518	ENSXETG00000007626	ENSDARG00000057427
ENSG00000185518	ENSXETG00000007626	ENSDARG00000090540
ENSG00000185518	ENSXETG00000007626	ENSDARG00000060711
ENSG00000119715	ENSXETG00000016948	ENSDARG00000040151
ENSG00000119715	ENSXETG00000013217	ENSDARG00000040151
ENSG00000166225	ENSXETG00000001426	ENSDARG00000037353
ENSG00000166225	ENSXETG00000001426	ENSDARG00000045873
ENSG00000166225	ENSXETG00000010995	ENSDARG00000037353
ENSG00000166225	ENSXETG00000010995	ENSDARG00000045873
ENSG00000169155	ENSXETG00000009643	ENSDARG00000045983
ENSG00000240654	ENSXETG00000030593	ENSDARG00000058318
ENSG00000165959	ENSXETG00000011409	ENSDARG00000043667
ENSG00000182077	ENSXETG00000004557	ENSDARG00000087252
ENSG00000182077	ENSXETG00000004557	ENSDARG00000068874
ENSG00000182077	ENSXETG00000004557	ENSDARG00000010075
ENSG00000056291	ENSXETG00000008127	ENSDARG00000060702
ENSG00000056291	ENSXETG00000008127	ENSDARG00000033635
ENSG00000179468	ENSXETG00000024768	ENSDARG00000013014
ENSG00000179468	ENSXETG00000024769	ENSDARG00000013014
ENSG00000179468	ENSXETG00000024770	ENSDARG00000013014
ENSG00000215568	ENSXETG00000010452	ENSDARG00000074577
ENSG00000092108	ENSXETG00000014165	ENSDARG00000000779
ENSG00000163728	ENSXETG00000019435	ENSDARG00000013845
ENSG00000225781	ENSXETG00000024768	ENSDARG00000013014
ENSG00000225781	ENSXETG00000024769	ENSDARG00000013014
ENSG00000225781	ENSXETG00000024770	ENSDARG00000013014
ENSG00000087448	ENSXETG00000031576	ENSDARG00000006011
ENSG00000241774	ENSXETG00000033011	ENSDARG00000086624
ENSG00000179387	ENSXETG00000014925	ENSDARG00000052370
ENSG00000177125	ENSXETG00000021754	ENSDARG00000013492
ENSG00000166979	ENSXETG00000009896	ENSDARG00000086529
ENSG00000166979	ENSXETG00000009896	ENSDARG00000094616
ENSG00000166979	ENSXETG00000009896	ENSDARG00000092057
ENSG00000166979	ENSXETG00000009896	ENSDARG00000070166
ENSG00000166979	ENSXETG00000009896	ENSDARG00000056024
ENSG00000166979	ENSXETG00000009896	ENSDARG00000095741
ENSG00000166979	ENSXETG00000009896	ENSDARG00000089869
ENSG00000166979	ENSXETG00000009896	ENSDARG00000032156
ENSG00000166979	ENSXETG00000009896	ENSDARG00000040574
ENSG00000164169	ENSXETG00000007107	ENSDARG00000036755
ENSG00000034533	ENSXETG00000002328	ENSDARG00000070132
ENSG00000034533	ENSXETG00000002328	ENSDARG00000062530
ENSG00000186297	ENSXETG00000027302	ENSDARG00000070730
ENSG00000102699	ENSXETG00000002639	ENSDARG00000069934
ENSG00000102699	ENSXETG00000033666	ENSDARG00000069934
ENSG00000102699	ENSXETG00000033465	ENSDARG00000069934
ENSG00000102699	ENSXETG00000002849	ENSDARG00000069934
ENSG00000164879	ENSXETG00000032948	ENSDARG00000014488
ENSG00000164879	ENSXETG00000032948	ENSDARG00000011166
ENSG00000196639	ENSXETG00000007717	ENSDARG00000052425
ENSG00000176463	ENSXETG00000007633	ENSDARG00000068296
ENSG00000176463	ENSXETG00000007633	ENSDARG00000018726
ENSG00000207924	ENSXETG00000029181	ENSDARG00000082106
ENSG00000207924	ENSXETG00000029181	ENSDARG00000083309
ENSG00000207924	ENSXETG00000029181	ENSDARG00000081098
ENSG00000145375	ENSXETG00000001582	ENSDARG00000087021
ENSG00000068323	ENSXETG00000019114	ENSDARG00000019457
ENSG00000068323	ENSXETG00000019114	ENSDARG00000004729
ENSG00000130702	ENSXETG00000002008	ENSDARG00000058543
ENSG00000127399	ENSXETG00000031212	ENSDARG00000077357
ENSG00000249581	ENSXETG00000030778	ENSDARG00000070321
ENSG00000112304	ENSXETG00000025940	ENSDARG00000061728
ENSG00000104093	ENSXETG00000020770	ENSDARG00000091293
ENSG00000104093	ENSXETG00000020770	ENSDARG00000061570
ENSG00000159199	ENSXETG00000016655	ENSDARG00000056008
ENSG00000128802	ENSXETG00000011956	ENSDARG00000059173
ENSG00000179674	ENSXETG00000008725	ENSDARG00000063223
ENSG00000135519	ENSXETG00000001079	ENSDARG00000069560
ENSG00000180304	ENSXETG00000010666	ENSDARG00000016476
ENSG00000104267	ENSXETG00000013740	ENSDARG00000014488
ENSG00000104267	ENSXETG00000013740	ENSDARG00000011166
ENSG00000107623	ENSXETG00000011959	ENSDARG00000073891
ENSG00000107623	ENSXETG00000011959	ENSDARG00000095378
ENSG00000165097	ENSXETG00000015429	ENSDARG00000043403
ENSG00000099246	ENSXETG00000004556	ENSDARG00000055291
ENSG00000099246	ENSXETG00000004556	ENSDARG00000035084
ENSG00000163590	ENSXETG00000008726	ENSDARG00000063218
ENSG00000163590	ENSXETG00000008726	ENSDARG00000089641
ENSG00000095564	ENSXETG00000012188	ENSDARG00000060089
ENSG00000087494	ENSXETG00000001307	ENSDARG00000088586
ENSG00000087494	ENSXETG00000001307	ENSDARG00000031737
ENSG00000087494	ENSXETG00000001307	ENSDARG00000071070
ENSG00000107036	ENSXETG00000000582	ENSDARG00000089152
ENSG00000183770	ENSXETG00000008253	ENSDARG00000068417
ENSG00000198879	ENSXETG00000001863	ENSDARG00000045519
ENSG00000002549	ENSXETG00000020343	ENSDARG00000061981
ENSG00000184992	ENSXETG00000001207	ENSDARG00000010108
ENSG00000169093	ENSXETG00000015382	ENSDARG00000021433
ENSG00000252606	ENSXETG00000029836	ENSDARG00000084494
ENSG00000167100	ENSXETG00000007525	ENSDARG00000090966
ENSG00000240764	ENSXETG00000006527	ENSDARG00000077389
ENSG00000240764	ENSXETG00000006527	ENSDARG00000073755
ENSG00000240764	ENSXETG00000006527	ENSDARG00000074145
ENSG00000240764	ENSXETG00000006527	ENSDARG00000074348
ENSG00000240764	ENSXETG00000006527	ENSDARG00000079285
ENSG00000240764	ENSXETG00000006527	ENSDARG00000078262
ENSG00000240764	ENSXETG00000006527	ENSDARG00000075115
ENSG00000240764	ENSXETG00000006527	ENSDARG00000077755
ENSG00000240764	ENSXETG00000006527	ENSDARG00000069223
ENSG00000240764	ENSXETG00000006527	ENSDARG00000075978
ENSG00000240764	ENSXETG00000027152	ENSDARG00000077389
ENSG00000240764	ENSXETG00000027152	ENSDARG00000073755
ENSG00000240764	ENSXETG00000027152	ENSDARG00000074145
ENSG00000240764	ENSXETG00000027152	ENSDARG00000074348
ENSG00000240764	ENSXETG00000027152	ENSDARG00000079285
ENSG00000240764	ENSXETG00000027152	ENSDARG00000078262
ENSG00000240764	ENSXETG00000027152	ENSDARG00000075115
ENSG00000240764	ENSXETG00000027152	ENSDARG00000077755
ENSG00000240764	ENSXETG00000027152	ENSDARG00000069223
ENSG00000240764	ENSXETG00000027152	ENSDARG00000075978
ENSG00000240764	ENSXETG00000030552	ENSDARG00000077389
ENSG00000240764	ENSXETG00000030552	ENSDARG00000073755
ENSG00000240764	ENSXETG00000030552	ENSDARG00000074145
ENSG00000240764	ENSXETG00000030552	ENSDARG00000074348
ENSG00000240764	ENSXETG00000030552	ENSDARG00000079285
ENSG00000240764	ENSXETG00000030552	ENSDARG00000078262
ENSG00000240764	ENSXETG00000030552	ENSDARG00000075115
ENSG00000240764	ENSXETG00000030552	ENSDARG00000077755
ENSG00000240764	ENSXETG00000030552	ENSDARG00000069223
ENSG00000240764	ENSXETG00000030552	ENSDARG00000075978
ENSG00000240764	ENSXETG00000034010	ENSDARG00000077389
ENSG00000240764	ENSXETG00000034010	ENSDARG00000073755
ENSG00000240764	ENSXETG00000034010	ENSDARG00000074145
ENSG00000240764	ENSXETG00000034010	ENSDARG00000074348
ENSG00000240764	ENSXETG00000034010	ENSDARG00000079285
ENSG00000240764	ENSXETG00000034010	ENSDARG00000078262
ENSG00000240764	ENSXETG00000034010	ENSDARG00000075115
ENSG00000240764	ENSXETG00000034010	ENSDARG00000077755
ENSG00000240764	ENSXETG00000034010	ENSDARG00000069223
ENSG00000240764	ENSXETG00000034010	ENSDARG00000075978
ENSG00000240764	ENSXETG00000024518	ENSDARG00000077389
ENSG00000240764	ENSXETG00000024518	ENSDARG00000073755
ENSG00000240764	ENSXETG00000024518	ENSDARG00000074145
ENSG00000240764	ENSXETG00000024518	ENSDARG00000074348
ENSG00000240764	ENSXETG00000024518	ENSDARG00000079285
ENSG00000240764	ENSXETG00000024518	ENSDARG00000078262
